Gene,GCA_000145035,GCA_000420965,GCA_000420985,GCA_000423985,GCA_000424405,GCA_000424425,GCA_000424465,GCA_000424565,GCA_000621465,GCA_000622085,GCA_000686065,GCA_000686965,GCA_001858005,GCA_003175155,GCA_900101605,GCA_900110805,GCA_900111185,GCA_900115735,GCA_900129945,GCA_900143205
group_22665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pspB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
tcyB_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
malG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aroK_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22740,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
thiD_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
pctC_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
xynA_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
dasC_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
coaX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
aroK_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
yheI_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
yfhA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fpuD_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
group_22971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
