genome,species,sample,group,abundance,rank
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017473,control,0.000312628,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017474,control,0.001342051,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017475,control,0.000369408,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017476,control,0.006769056,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017477,control,0.000806627,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017478,control,0.000942077,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017479,control,0.00043934,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017481,control,0.000575831,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017482,control,0.000312546,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017483,control,0.011028297,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017484,control,0.000302046,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017485,control,0.001439886,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017486,control,3.32E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017487,control,0.000185583,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017489,control,0.000192589,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017490,control,0.000185624,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017491,control,0.000783231,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017494,control,3.79E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017495,control,0.000213333,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017499,control,0.000322694,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017500,control,0.000214705,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017503,control,0.000573537,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017504,control,0.00074561,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017506,control,0.000345702,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017507,control,0.000658435,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017508,control,0.000261385,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017510,control,0.00104518,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017512,control,0.000301447,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017513,control,0.004762229,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017514,control,0.000646815,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017515,control,0.008387517,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017516,control,0.000198201,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017517,control,0.000152561,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017518,control,0.001524299,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017519,control,3.01E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017520,control,0.000285309,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017521,control,0.00087485,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017522,control,0.001690293,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017523,control,0.001579679,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017524,control,0.003622612,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017525,control,0.002806005,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017526,control,0.000949391,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017527,control,0.000367735,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017528,control,0.000147183,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017529,control,0.00034253,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017530,control,0.001312706,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017531,control,0.000850647,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017532,control,0.000617492,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017533,control,0.005367878,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017534,control,0.000856977,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017535,control,0.006921889,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017536,control,0.000317545,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017537,control,0.007504547,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017538,control,0.007800762,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017539,control,0.001201512,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017540,control,0.000312999,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017541,control,0.000119589,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017542,control,0.003156749,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017543,control,0.000171038,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017544,control,0.002149778,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017545,control,0.000734957,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017546,control,0.004356939,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017547,control,0.002497128,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017548,control,0.001013201,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017549,control,0.001245575,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017550,control,0.004163164,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017551,control,0.001711214,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017552,control,0.002000371,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017553,control,0.003283904,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017554,control,0.002350154,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017555,control,0.000152094,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017556,control,0.000778726,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017557,control,0.000920778,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017558,control,0.000773982,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017559,control,0.000855494,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017560,control,0.001041422,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017561,control,0.000462885,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017562,control,0.003785795,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017563,control,0.006768191,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017564,control,0.000291741,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017565,control,0.000526018,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017566,control,0.000118743,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017567,control,0.002433821,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017568,control,0.000749133,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017569,control,0.00030542,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017570,control,0.000156037,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017571,control,0.000542265,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017572,control,0.000828978,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017573,control,0.000121363,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017574,control,0.00022175,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017575,control,0.001543417,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017576,control,0.001257786,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017577,control,0.000579512,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017578,control,0.002490302,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017579,control,0.001587384,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017580,control,0.000412961,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017581,control,0.002596164,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017584,control,0.000401163,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017586,control,0.000456462,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017587,control,0.002240216,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017588,control,0.000536759,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017589,control,0.000286698,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017590,control,0.000277225,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017591,control,0.000188134,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017592,control,0.001676504,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017593,control,0.000230183,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017594,control,0.000568081,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017595,control,8.50E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017596,control,9.37E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017597,control,0.002594296,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017598,ACVD,0.000207912,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017599,ACVD,0.000567569,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017600,ACVD,0.000224729,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017601,ACVD,0.000207057,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017602,ACVD,0.000130427,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017603,ACVD,0.000192299,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017604,ACVD,0.000361899,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017605,ACVD,0.000399171,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017606,ACVD,0.000256094,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017607,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017608,ACVD,7.65E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017609,ACVD,0.000203457,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017610,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017611,ACVD,0.000137455,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017612,ACVD,0.000180066,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017613,ACVD,0.000431537,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017614,ACVD,0.000348612,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017615,ACVD,0.000481074,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017616,ACVD,0.001050588,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017617,ACVD,0.000519528,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017618,ACVD,0.00027742,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017619,ACVD,0.001282071,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017620,ACVD,1.65E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017621,ACVD,0.002052242,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017622,ACVD,4.17E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017623,ACVD,7.34E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017624,ACVD,9.09E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017625,ACVD,0.00021645,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017626,ACVD,0.000998769,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017627,ACVD,1.99E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017628,ACVD,0.000396166,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017629,ACVD,0.000565599,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017630,ACVD,0.000332825,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017631,ACVD,0.000601243,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017632,ACVD,0.000146693,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017633,ACVD,0.000164917,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017634,ACVD,0.000317081,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017635,ACVD,0.000633826,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017636,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017637,ACVD,0.000141726,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017638,ACVD,0.001199812,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017639,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017640,ACVD,0.000610767,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017641,ACVD,0.002500318,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017642,ACVD,0.001373115,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017643,ACVD,0.003021466,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017644,ACVD,0.000111366,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017645,ACVD,0.000397005,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017646,ACVD,0.001515386,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017647,ACVD,0.000181632,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017648,ACVD,4.85E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017649,ACVD,0.001370682,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017650,ACVD,0.002348807,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017651,ACVD,0.000176276,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017652,ACVD,0.000278969,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017653,ACVD,0.002260179,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017654,ACVD,0.000354516,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017655,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017656,ACVD,0.000621686,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017657,ACVD,0.002414677,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017658,ACVD,0.002597421,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017659,ACVD,0.000167906,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017660,ACVD,0.00112599,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017661,ACVD,0.000149896,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017662,ACVD,9.99E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017663,ACVD,1.93E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017664,ACVD,9.60E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017665,ACVD,0.001699576,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017666,ACVD,0.003083953,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017667,ACVD,5.39E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017668,ACVD,0.000117453,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017669,ACVD,2.04E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017670,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017671,ACVD,0.000304206,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017672,ACVD,5.89E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017673,ACVD,0.00025882,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017674,ACVD,0.000315243,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017675,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017676,ACVD,0.001915197,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017677,ACVD,0.00016324,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017678,ACVD,7.31E-06,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017679,ACVD,8.15E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017680,ACVD,3.35E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017681,ACVD,0.000134682,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017682,ACVD,0.000228984,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017683,ACVD,6.81E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017684,ACVD,0.001456022,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017685,ACVD,8.78E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017686,ACVD,0.001015797,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017687,ACVD,0.000562073,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017688,ACVD,8.53E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017689,ACVD,0.00264569,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017690,ACVD,0.000864393,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017691,ACVD,7.60E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017692,ACVD,0.001606715,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017693,ACVD,0.000117373,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017694,ACVD,0.000673113,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017695,ACVD,0.000621114,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017696,ACVD,0.000647708,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017697,ACVD,0.000602497,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017698,ACVD,0.004225475,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017699,ACVD,0.001177895,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017700,ACVD,0.000577438,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017701,ACVD,3.63E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017702,ACVD,0.000972252,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017703,ACVD,9.15E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017704,ACVD,0.00016523,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017705,ACVD,0.000412186,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017706,ACVD,0.000601931,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017707,ACVD,0.000366709,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017708,ACVD,0.000925731,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017709,ACVD,0.002763466,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017710,ACVD,0.000121603,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017711,ACVD,0.000984261,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017712,ACVD,8.93E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017713,ACVD,0.000145572,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017714,ACVD,0.00063128,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017715,ACVD,0.000216374,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017716,ACVD,0.000853025,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017717,ACVD,0.005556968,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017718,ACVD,8.76E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017719,ACVD,0.001824832,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017720,ACVD,0.002583756,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017721,ACVD,0.000468539,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017722,ACVD,0.00068633,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017723,ACVD,0.003930995,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017724,ACVD,6.94E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017725,ACVD,4.21E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017726,ACVD,2.72E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017727,ACVD,0.000465789,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017728,ACVD,0.00151105,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017729,ACVD,0.000167745,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017730,ACVD,0.001702103,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017731,ACVD,0.000579754,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017732,ACVD,0.001897451,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017733,ACVD,0.00024982,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017734,ACVD,0.00132645,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017735,ACVD,0.000545068,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017736,ACVD,0.001510798,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017737,ACVD,0.000606542,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017738,ACVD,0.003324246,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017739,ACVD,0.000224357,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017740,ACVD,0.000137503,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017741,ACVD,0.005839167,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017742,ACVD,0.002199498,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017743,ACVD,0.005624302,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017744,ACVD,0.001436588,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017745,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017746,ACVD,3.46E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017747,ACVD,0.000975548,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017748,ACVD,0.000436589,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017749,ACVD,0.000626576,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017750,ACVD,1.61E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017751,ACVD,0.001288741,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017752,ACVD,0.000301211,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017753,ACVD,5.72E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017754,ACVD,0.002292069,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017755,ACVD,9.76E-06,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017756,ACVD,3.82E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017757,ACVD,0.000188214,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017759,ACVD,0.000954917,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017760,ACVD,0.000359926,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017761,ACVD,0.000189104,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017762,ACVD,0.001157297,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017763,ACVD,9.05E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017764,ACVD,0.000669319,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017765,ACVD,0.002911185,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017766,ACVD,0.00089168,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017767,ACVD,0.000672293,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017768,ACVD,0.002963373,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017769,ACVD,0.001779452,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017770,ACVD,7.24E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017771,ACVD,0.000654136,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017772,ACVD,0.001776263,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017773,ACVD,0.000428761,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017774,ACVD,3.06E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017775,ACVD,0,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017776,ACVD,0.002609793,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017777,ACVD,0.000229175,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017778,ACVD,0.009447597,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017779,ACVD,0.000423522,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017780,ACVD,0.000784929,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017781,ACVD,0.000495789,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017782,ACVD,0.001120191,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017783,ACVD,0.00019844,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017784,ACVD,0.000576368,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017785,ACVD,5.36E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017786,ACVD,0.000673236,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017788,ACVD,0.000104095,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017789,ACVD,0.000699656,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017790,ACVD,0.006456883,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017791,ACVD,0.005299103,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017792,ACVD,0.002295827,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017793,ACVD,0.000813097,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017794,ACVD,0.004985453,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017795,ACVD,9.42E-05,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017796,ACVD,0.000279384,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017797,ACVD,0.000172221,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017798,ACVD,0.000469958,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017799,ACVD,0.000631023,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017800,ACVD,0.000340714,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017801,ACVD,0.003092647,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017802,ACVD,0.000233736,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017803,ACVD,0.000100743,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017804,ACVD,0.000176731,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017805,ACVD,0.000147511,79
GCA_009718425,Agathobacter faecis GCA_009718425,ERR2017806,ACVD,0.001459386,79
