Pairs,ANI,16S,group,Pairs,cluster
13470_2_57+71,83.7012,95.096,N,13470_2_57.fna,40
13470_2_87+71,82.2141,93.746,N,13470_2_87.fna,41
13470_2_90+71,83.4055,95.945,N,13470_2_90.fna,43
13470_2_91+71,81.2665,96.588,N,13470_2_91.fna,29
18048_1_60+71,97.4662,99.926,N,18048_1_60.fna,4
18048_1_65+71,83.0007,95.69,N,18048_1_65.fna,40
18048_1_86+71,80.7823,93.75,N,18048_1_86.fna,22
18048_1_92+71,83.8365,93.953,N,18048_1_92.fna,41
18048_2_60+71,97.4567,99.929,N,18048_2_60.fna,4
18048_2_65+71,83.1792,95.096,N,18048_2_65.fna,40
18048_2_86+71,80.6748,93.821,N,18048_2_86.fna,22
18048_2_92+71,84.1198,93.532,N,18048_2_92.fna,41
20287_6_15+71,82.2878,93.603,N,20287_6_15.fna,41
20287_6_20+71,82.3322,94.286,N,20287_6_20.fna,41
20287_6_33+71,82.4941,95.906,N,20287_6_33.fna,43
20287_6_43+71,82.7157,93.248,N,20287_6_43.fna,22
20287_6_77+71,83.597,93.158,N,20287_6_77.fna,22
20287_6_84+71,83.3668,93.574,N,20287_6_84.fna,41
21673_4_30+71,81.8972,96.517,N,21673_4_30.fna,29
21673_4_40+71,83.3978,93.75,N,21673_4_40.fna,22
21673_4_87+71,83.3167,93.674,N,21673_4_87.fna,41
GCA_000154065+71,81.6589,93.75,N,GCA_000154065.fna,22
GCA_000155875+71,82.8517,95.167,N,GCA_000155875.fna,40
GCA_000169235+71,83.0561,93.746,N,GCA_000169235.fna,41
GCA_000218465+71,79.5153,94.901,N,GCA_000218465.fna,102
GCA_000225745+71,81.2646,93.603,N,GCA_000225745.fna,41
GCA_001312505+71,100,98.525,N,GCA_001312505.fna,4
GCA_001404595+71,82.3856,95.167,N,GCA_001404595.fna,40
GCA_001404635+71,80.6301,94.087,N,GCA_001404635.fna,22
GCA_001404815+71,83.2226,95.659,N,GCA_001404815.fna,40
GCA_001404875+71,82.3448,93.579,N,GCA_001404875.fna,136
GCA_001405135+71,83.2924,94.044,N,GCA_001405135.fna,22
GCA_001405795+71,82.5922,95.167,N,GCA_001405795.fna,40
GCA_001405975+71,81.5049,94.118,N,GCA_001405975.fna,22
GCA_001406395+71,82.1025,95.167,N,GCA_001406395.fna,40
GCA_003584665+71,82.6114,95.035,N,GCA_003584665.fna,225
GCA_004167275+71,83.8904,94.048,N,GCA_004167275.fna,22
GCA_004299205+71,83.4026,95.109,N,GCA_004299205.fna,43
GCA_005844655+71,80.3251,94.034,N,GCA_005844655.fna,136
GCA_006148965+71,82.1432,93.461,N,GCA_006148965.fna,22
GCA_009718305+71,97.4926,99.432,N,GCA_009718305.fna,4
GCA_009875615+71,83.296,93.963,N,GCA_009875615.fna,136
GCA_009875635+71,81.5802,93.532,N,GCA_009875635.fna,22
GCA_009875675+71,84.1894,93.461,N,GCA_009875675.fna,22
GCA_009875695+71,84.1438,93.532,N,GCA_009875695.fna,22
GCA_009875705+71,84.0351,93.461,N,GCA_009875705.fna,22
GCA_009875715+71,84.1053,93.532,N,GCA_009875715.fna,22
GCA_009875725+71,83.9625,93.329,N,GCA_009875725.fna,22
GCA_009875775+71,83.9988,93.461,N,GCA_009875775.fna,22
GCA_012843825+71,79.8628,94.074,N,GCA_012843825.fna,41
GCA_013299545+71,84.0407,95.167,N,GCA_013299545.fna,40
GCA_013299665+71,83.9358,95.238,N,GCA_013299665.fna,40
GCA_013299685+71,84.0899,95.238,N,GCA_013299685.fna,40
GCA_013299745+71,84.1403,95.238,N,GCA_013299745.fna,40
GCA_013299755+71,83.9252,95.309,N,GCA_013299755.fna,40
GCA_013299835+71,81.8584,93.532,N,GCA_013299835.fna,22
GCA_013299905+71,81.9275,93.532,N,GCA_013299905.fna,22
GCA_013299925+71,82.4399,95.358,N,GCA_013299925.fna,40
GCA_013300055+71,84.1532,94.161,N,GCA_013300055.fna,22
GCA_013300085+71,84.0232,94.161,N,GCA_013300085.fna,22
GCA_013300095+71,82.0386,95.806,N,GCA_013300095.fna,40
GCA_013300125+71,83.9872,94.161,N,GCA_013300125.fna,22
GCA_013300185+71,82.5545,93.892,N,GCA_013300185.fna,136
GCA_013300245+71,84.1578,94.161,N,GCA_013300245.fna,22
GCA_013300315+71,83.9769,95.526,N,GCA_013300315.fna,40
GCA_013300365+71,83.4574,93.349,N,GCA_013300365.fna,22
GCA_013300385+71,83.5132,93.349,N,GCA_013300385.fna,22
GCA_013300405+71,83.8527,94.161,N,GCA_013300405.fna,22
GCA_013300465+71,81.6536,95.238,N,GCA_013300465.fna,40
GCA_013300535+71,82.6054,93.817,N,GCA_013300535.fna,41
GCA_013300605+71,83.9702,95.238,N,GCA_013300605.fna,40
GCA_013300635+71,83.9827,95.167,N,GCA_013300635.fna,40
GCA_013300695+71,83.46,93.532,N,GCA_013300695.fna,22
GCA_013300725+71,81.4301,95.384,N,GCA_013300725.fna,257
GCA_013300745+71,83.8973,95.309,N,GCA_013300745.fna,40
GCA_013300805+71,82.4761,95.358,N,GCA_013300805.fna,40
GCA_013301235+71,80.1364,95.039,N,GCA_013301235.fna,22
GCA_013301265+71,81.1436,93.653,N,GCA_013301265.fna,22
GCA_013301275+71,80.2864,93.508,N,GCA_013301275.fna,22
GCA_013301305+71,81.1606,92.998,N,GCA_013301305.fna,22
GCA_013301315+71,82.7614,93.311,N,GCA_013301315.fna,22
GCA_013301325+71,82.938,93.033,N,GCA_013301325.fna,22
GCA_013301365+71,80.9784,93.532,N,GCA_013301365.fna,41
GCA_013301385+71,84.5012,93.44,N,GCA_013301385.fna,41
GCA_013301415+71,85.2637,93.741,N,GCA_013301415.fna,41
GCA_013301465+71,83.8814,95.776,N,GCA_013301465.fna,40
GCA_013301475+71,84.0045,96.087,N,GCA_013301475.fna,40
GCA_013301505+71,80.7156,94.463,N,GCA_013301505.fna,40
GCA_013301515+71,83.7946,96.087,N,GCA_013301515.fna,40
GCA_013301525+71,83.7735,95.622,N,GCA_013301525.fna,40
GCA_013301545+71,80.7193,95.238,N,GCA_013301545.fna,40
GCA_013301565+71,81.1464,95.229,N,GCA_013301565.fna,40
GCA_013301605+71,83.9964,94.732,N,GCA_013301605.fna,40
GCA_013304595+71,82.4054,94.631,N,GCA_013304595.fna,41
GCA_013361125+71,83.5989,95.556,N,GCA_013361125.fna,40
GCA_014287705+71,81.3049,94.322,N,GCA_014287705.fna,272
GCA_015547305+71,82.7306,95.462,N,GCA_015547305.fna,40
GCA_015548425+71,82.6802,95.309,N,GCA_015548425.fna,40
GCA_015548735+71,81.4749,95.167,N,GCA_015548735.fna,40
GCA_015548925+71,82.8098,94.178,N,GCA_015548925.fna,136
GCA_015549285+71,80.9896,95.455,N,GCA_015549285.fna,257
GCA_015550485+71,82.6236,95.38,N,GCA_015550485.fna,40
GCA_015552445+71,83.3605,95.689,N,GCA_015552445.fna,40
GCA_015552615+71,82.8902,95.238,N,GCA_015552615.fna,40
GCA_015552885+71,81.3722,94.122,N,GCA_015552885.fna,22
GCA_015553305+71,82.4861,93.532,N,GCA_015553305.fna,22
GCA_015553595+71,83.4794,95.309,N,GCA_015553595.fna,40
GCA_015554275+71,82.4684,95.238,N,GCA_015554275.fna,40
GCA_015554465+71,83.6556,95.238,N,GCA_015554465.fna,40
GCA_015555015+71,82.4248,93.532,N,GCA_015555015.fna,22
GCA_015556105+71,82.8631,95.306,N,GCA_015556105.fna,40
GCA_015556185+71,83.4416,95.38,N,GCA_015556185.fna,40
GCA_015556385+71,81.4992,94.122,N,GCA_015556385.fna,22
GCA_015558505+71,83.311,95.38,N,GCA_015558505.fna,40
GCA_015558615+71,81.8865,94.122,N,GCA_015558615.fna,22
GCA_015560155+71,82.7593,95.309,N,GCA_015560155.fna,40
GCA_015667315+71,84.6676,94.178,N,GCA_015667315.fna,136
GCA_015668255+71,97.0692,99.858,N,GCA_015668255.fna,4
GCA_015669775+71,97.0908,99.929,N,GCA_015669775.fna,4
GCA_015670935+71,97.2891,99.786,N,GCA_015670935.fna,4
GCA_016904155+71,83.4035,95.167,N,GCA_016904155.fna,40
GCA_018785585+71,85.803,93.163,N,GCA_018785585.fna,221
GCA_900290215+71,81.1882,93.746,N,GCA_900290215.fna,41
GCA_902167735+71,81.646,93.957,N,GCA_902167735.fna,136
GCA_902167765+71,80.947,93.537,N,GCA_902167765.fna,41
AF18-22+72,97.9385,98.999,A,AF18-22.fna,31
AF19-16AC+72,79.2678,92.652,N,AF19-16AC.fna,102
AF24-23LB+72,78.5898,92.652,N,AF24-23LB.fna,102
AF27-4BH+72,79.3327,92.652,N,AF27-4BH.fna,102
AF33-12+72,79.4934,94.059,N,AF33-12.fna,102
AF34-4BH+72,79.3266,92.786,N,AF34-4BH.fna,102
AM10-1A+72,78.7648,92.652,N,AM10-1A.fna,102
AM13-39+72,79.1863,93.352,N,AM13-39.fna,102
AM17-51+72,79.3521,92.486,N,AM17-51.fna,102
AM21-18+72,79.0435,92.652,N,AM21-18.fna,102
AM21-41+72,78.7887,92.652,N,AM21-41.fna,102
AM22-7AC+72,79.1627,92.652,N,AM22-7AC.fna,102
AM27-32+72,78.926,92.786,N,AM27-32.fna,102
AM32-6+72,79.2239,92.652,N,AM32-6.fna,102
AM40-2BH+72,78.2297,95.12,N,AM40-2BH.fna,100
AM78-01pH3A+72,98.0668,99.599,A,AM78-01pH3A.fna,31
AM97-54+72,78.9655,92.652,N,AM97-54.fna,102
TF01-20-2+72,78.9644,93.005,N,TF01-20-2.fna,102
TM04-16+72,78.9792,92.905,N,TM04-16.fna,102
TM07-2AC+72,79.0463,92.652,N,TM07-2AC.fna,102
13414_6_31+72,99.7795,99.599,A,13414_6_31.fna,31
21673_4_8+72,80.0076,95.572,N,21673_4_8.fna,23
GCA_000185545+72,80.6329,95.928,N,GCA_000185545.fna,23
GCA_000218445+72,80.4971,95.928,N,GCA_000218445.fna,23
GCA_000218465+72,78.6331,92.6,N,GCA_000218465.fna,102
GCA_001487105+72,100,99.599,A,GCA_001487105.fna,31
GCA_014287475+72,79.9497,95.527,N,GCA_014287475.fna,268
AF24-4LB+73,78.2736,91.974,N,AF24-4LB.fna,351
AF55-34+73,78.4774,91.974,N,AF55-34.fna,351
AF55-34A+73,78.5668,91.974,N,AF55-34A.fna,351
AM05-22+73,78.3323,92.313,N,AM05-22.fna,101
AM07-30+73,78.3527,92.313,N,AM07-30.fna,101
AM73-11pH9A+73,78.3898,95.36,N,AM73-11pH9A.fna,377
OF25-8pH10A+73,78.667,92.045,N,OF25-8pH10A.fna,351
OF34-2pH9A+73,97.6787,99.857,A,OF34-2pH9A.fna,193
1519438.3+73,80.0513,95.146,N,1519438.3.fna,50
GCA_000218425+73,78.4962,92.386,N,GCA_000218425.fna,101
GCA_000403455+73,77.9334,93.714,N,GCA_000403455.fna,115
GCA_001754075+73,100,100,A,GCA_001754075.fna,193
GCA_002160985+73,80.0377,94.29,N,GCA_002160985.fna,208
GCA_013304605+73,77.913,96.195,N,GCA_013304605.fna,262
GCA_013371765+73,77.8944,96.089,N,GCA_013371765.fna,262
GCA_014982975+73,80.0119,94.427,N,GCA_014982975.fna,281
GCA_900120345+73,81.8942,94.504,N,GCA_900120345.fna,281
GCA_900240315+73,77.9427,95.435,N,GCA_900240315.fna,262
GCA_003752155+74,100,98.972,A,GCA_003752155.fna,231
GCA_015999265+75,100,100,A,GCA_015999265.fna,284
AF19-21+76,78.2225,95.743,N,AF19-21.fna,13
AF19-22AC+76,77.966,94.894,N,AF19-22AC.fna,324
1232453.3+76,78.4112,95.784,N,1232453.3.fna,13
12718_7_51+76,78.1499,95.743,N,12718_7_51.fna,13
12718_7_52+76,78.3752,95.324,N,12718_7_52.fna,18
GCA_001028025+76,78.2184,95.185,N,GCA_001028025.fna,18
GCA_001404335+76,77.8289,95.883,N,GCA_001404335.fna,186
GCA_004346165+76,100,99.919,A,GCA_004346165.fna,240
GCA_009663665+76,78.0885,97.151,N,GCA_009663665.fna,13
GCA_015552945+76,77.9761,95.813,N,GCA_015552945.fna,186
GCA_900115945+76,78.0736,94.976,N,GCA_900115945.fna,324
GCA_900199395+76,80.213,96.716,N,GCA_900199395.fna,336
GCF_000190355+76,78.3159,95.115,N,GCF_000190355.fna,18
GCF_001244405+76,78.0164,95.813,N,GCF_001244405.fna,186
GCA_004339095+77,100,99.296,A,GCA_004339095.fna,236
GCA_004342165+77,78.0651,94.295,N,GCA_004342165.fna,238
GCA_004339095+78,78.0326,94.722,N,GCA_004339095.fna,236
GCA_004342165+78,100,99.599,A,GCA_004342165.fna,238
GCA_000160635+79,82.4011,98.762,N,GCA_000160635.fna,89
GCA_000214455+79,96.3031,99.373,N,GCA_000214455.fna,99
GCA_000238055+79,86.1184,98.749,N,GCA_000238055.fna,105
GCA_000238075+79,100,99.791,N,GCA_000238075.fna,99
GCA_000277505+79,86.0166,98.982,N,GCA_000277505.fna,105
GCA_000160635+80,81.6781,98.908,N,GCA_000160635.fna,89
GCA_000214455+80,86.2363,99.283,N,GCA_000214455.fna,99
GCA_000238055+80,100,99.213,N,GCA_000238055.fna,105
GCA_000238075+80,86.0939,98.781,N,GCA_000238075.fna,99
GCA_000277505+80,99.575,99.731,N,GCA_000277505.fna,105
GCA_000160635+81,95.7672,99.624,N,GCA_000160635.fna,89
GCA_000214455+81,82.4605,98.325,N,GCA_000214455.fna,99
GCA_000238055+81,82.4128,98.251,N,GCA_000238055.fna,105
GCA_000238075+81,82.4843,98.326,N,GCA_000238075.fna,99
GCA_000277505+81,82.0205,98.163,N,GCA_000277505.fna,105
GCA_900141895+82,100,99.919,A,GCA_900141895.fna,331
GCA_000424305+83,82.2148,98.081,N,GCA_000424305.fna,134
GCA_000621865+83,81.6909,97.664,N,GCA_000621865.fna,150
GCA_000703005+83,93.853,98.975,ANIl,GCA_000703005.fna,175
GCA_002735285+83,81.0679,98.498,N,GCA_002735285.fna,215
GCA_002735565+83,81.056,98.498,N,GCA_002735565.fna,215
GCA_008935055+83,81.6507,98.087,N,GCA_008935055.fna,244
GCA_010906925+83,81.1401,98.498,N,GCA_010906925.fna,215
GCA_900100545+83,81.4812,98.038,N,GCA_900100545.fna,302
GCA_900101325+83,81.2427,98.498,N,GCA_900101325.fna,215
GCA_900109715+83,96.8645,99.453,A,GCA_900109715.fna,165
GCA_900112855+83,81.2292,99.043,ANIl,GCA_900112855.fna,215
GCA_900141825+83,81.5334,97.27,N,GCA_900141825.fna,330
GCA_900218035+83,100,99.053,A,GCA_900218035.fna,165
GCA_000424305+84,81.9893,95.108,N,GCA_000424305.fna,134
GCA_000621865+84,81.6179,95.933,N,GCA_000621865.fna,150
GCA_000703005+84,81.6581,97.099,N,GCA_000703005.fna,175
GCA_002735285+84,81.4024,97.169,N,GCA_002735285.fna,215
GCA_002735565+84,81.7122,97.169,N,GCA_002735565.fna,215
GCA_008935055+84,84.0431,96.823,N,GCA_008935055.fna,244
GCA_010906925+84,81.6616,97.169,N,GCA_010906925.fna,215
GCA_900100545+84,90.0129,97.703,N,GCA_900100545.fna,302
GCA_900101325+84,81.5269,97.169,N,GCA_900101325.fna,215
GCA_900109715+84,81.517,96.754,N,GCA_900109715.fna,165
GCA_900112855+84,81.7782,97.421,N,GCA_900112855.fna,215
GCA_900141825+84,100,95.897,16Sl,GCA_900141825.fna,330
GCA_900218035+84,81.6429,97.237,N,GCA_900218035.fna,165
AF12-8+85,82.0888,95.607,N,AF12-8.fna,19
AF18-16LB+85,81.1623,95.539,N,AF18-16LB.fna,19
AF18-18LB+85,81.0753,95.8,N,AF18-18LB.fna,19
AF25-25LB+85,80.5711,95.271,N,AF25-25LB.fna,38
AF31-21AC+85,80.5158,97.668,N,AF31-21AC.fna,20
AF36-10AT+85,80.197,97.462,N,AF36-10AT.fna,20
AF36-2BH+85,82.3809,95.577,N,AF36-2BH.fna,19
AF58-9ACA+85,79.4858,97.395,N,AF58-9ACA.fna,269
AF75-07pH9A+85,80.8657,98.341,N,AF75-07pH9A.fna,365
AM22-21LB+85,79.5107,97.462,N,AM22-21LB.fna,20
AM23-20+85,79.3792,97.397,N,AM23-20.fna,269
AM26-2LB+85,81.4707,95.607,N,AM26-2LB.fna,19
AM31-7AC+85,81.3975,96.479,N,AM31-7AC.fna,19
AM37-1AC+85,80.2165,97.542,N,AM37-1AC.fna,20
AM42-1+85,82.6689,95.745,N,AM42-1.fna,19
AM42-17AT+85,82.669,95.676,N,AM42-17AT.fna,19
AM42-1AC+85,80.8641,96.473,N,AM42-1AC.fna,52
AM43-11+85,80.238,98.284,N,AM43-11.fna,20
AM54-25XD+85,82.0606,95.676,N,AM54-25XD.fna,19
AM62-3A+85,80.0845,97.462,N,AM62-3A.fna,20
AM97-21+85,81.7007,95.676,N,AM97-21.fna,19
OF03-24+85,80.348,98.374,N,OF03-24.fna,269
OF27-10pH9A+85,80.0957,98.352,N,OF27-10pH9A.fna,365
TF10-5+85,97.3828,99.725,N,TF10-5.fna,75
TF11-15AC+85,80.8591,95.676,N,TF11-15AC.fna,19
TM10-3+85,82.016,95.676,N,TM10-3.fna,19
12718_7_53+85,82.3233,95.539,N,12718_7_53.fna,19
12718_7_64+85,80.5446,97.668,N,12718_7_64.fna,20
18048_1_58+85,80.3271,96.205,N,18048_1_58.fna,52
18048_1_75+85,82.8457,95.676,N,18048_1_75.fna,19
20287_6_23+85,83.1756,97.025,N,20287_6_23.fna,19
20287_6_44+85,81.1451,98.267,N,20287_6_44.fna,20
20427_4_23+85,82.8486,97.942,N,20427_4_23.fna,69
20427_4_25+85,82.9452,99.111,ANIl,20427_4_25.fna,69
21673_4_84+85,98.8311,99.588,N,21673_4_84.fna,75
GCA_000209935+85,81.963,95.676,N,GCA_000209935.fna,19
GCA_000209955+85,82.8215,95.676,N,GCA_000209955.fna,19
GCA_000209995+85,81.61,98.758,N,GCA_000209995.fna,20
GCA_000210655+85,80.818,97.462,N,GCA_000210655.fna,20
GCA_001404855+85,82.6126,95.745,N,GCA_001404855.fna,19
GCA_001405295+85,82.3254,95.47,N,GCA_001405295.fna,19
GCA_001405615+85,98.0501,99.863,N,GCA_001405615.fna,75
GCA_001406375+85,81.6737,95.676,N,GCA_001406375.fna,19
GCA_001406435+85,81.258,97.462,N,GCA_001406435.fna,20
GCA_001406815+85,100,99.931,N,GCA_001406815.fna,75
GCA_001406835+85,81.8559,95.872,N,GCA_001406835.fna,19
GCA_005844305+85,82.1279,95.607,N,GCA_005844305.fna,19
GCA_005845255+85,98.2108,99.673,N,GCA_005845255.fna,75
GCA_008123415+85,82.1038,95.607,N,GCA_008123415.fna,19
GCA_009680175+85,81.1894,95.607,N,GCA_009680175.fna,19
GCA_009680195+85,81.7517,95.539,N,GCA_009680195.fna,19
GCA_009680205+85,81.1103,95.607,N,GCA_009680205.fna,19
GCA_009680235+85,80.8792,95.607,N,GCA_009680235.fna,19
GCA_009680245+85,80.6973,95.607,N,GCA_009680245.fna,19
GCA_009680275+85,80.9308,95.607,N,GCA_009680275.fna,19
GCA_009680285+85,80.806,95.607,N,GCA_009680285.fna,19
GCA_009680315+85,81.0628,95.607,N,GCA_009680315.fna,19
GCA_009680335+85,80.9742,95.607,N,GCA_009680335.fna,19
GCA_009680355+85,80.6892,96.266,N,GCA_009680355.fna,19
GCA_009680365+85,80.717,95.607,N,GCA_009680365.fna,19
GCA_009680395+85,80.6629,95.607,N,GCA_009680395.fna,19
GCA_009718345+85,80.0396,97.462,N,GCA_009718345.fna,20
GCA_009718405+85,98.0284,98.077,N,GCA_009718405.fna,75
GCA_009718425+85,98.009,99.839,N,GCA_009718425.fna,75
GCA_009759525+85,79.5916,97.434,N,GCA_009759525.fna,20
GCA_013299645+85,82.8265,95.676,N,GCA_013299645.fna,19
GCA_013299655+85,82.8668,95.676,N,GCA_013299655.fna,19
GCA_013299675+85,82.7323,95.676,N,GCA_013299675.fna,19
GCA_013299805+85,82.2829,95.607,N,GCA_013299805.fna,19
GCA_013300445+85,79.8945,97.599,N,GCA_013300445.fna,20
GCA_013300505+85,82.6767,95.676,N,GCA_013300505.fna,19
GCA_013300555+85,82.8573,95.676,N,GCA_013300555.fna,19
GCA_013300575+85,82.7402,95.676,N,GCA_013300575.fna,19
GCA_013300625+85,82.7407,95.676,N,GCA_013300625.fna,19
GCA_013300655+85,82.9731,95.676,N,GCA_013300655.fna,19
GCA_013300675+85,82.8985,95.676,N,GCA_013300675.fna,19
GCA_013300775+85,82.1365,95.607,N,GCA_013300775.fna,19
GCA_013303775+85,81.3645,96.369,N,GCA_013303775.fna,19
GCA_013303785+85,81.4393,95.539,N,GCA_013303785.fna,19
GCA_013303845+85,81.3529,98.205,N,GCA_013303845.fna,19
GCA_013303865+85,81.5196,95.539,N,GCA_013303865.fna,19
GCA_013303875+85,81.5585,95.539,N,GCA_013303875.fna,19
GCA_013303885+85,81.6148,96.252,N,GCA_013303885.fna,19
GCA_013303905+85,81.4503,95.936,N,GCA_013303905.fna,19
GCA_013303945+85,81.4807,95.539,N,GCA_013303945.fna,19
GCA_013303965+85,81.18,96.283,N,GCA_013303965.fna,19
GCA_013303995+85,81.5124,96.138,N,GCA_013303995.fna,19
GCA_013304025+85,81.1781,95.47,N,GCA_013304025.fna,19
GCA_014287515+85,79.9581,97.325,N,GCA_014287515.fna,269
GCA_015549075+85,97.8536,99.519,N,GCA_015549075.fna,75
GCA_015550045+85,98.0922,99.588,N,GCA_015550045.fna,75
GCA_015550775+85,82.1279,95.607,N,GCA_015550775.fna,19
GCA_015553565+85,82.3315,95.676,N,GCA_015553565.fna,19
GCA_015554585+85,81.7793,95.359,N,GCA_015554585.fna,19
GCA_015554785+85,80.1457,97.394,N,GCA_015554785.fna,20
GCA_015555785+85,81.1224,97.462,N,GCA_015555785.fna,20
GCA_015556245+85,98.1694,99.794,N,GCA_015556245.fna,75
GCA_015557515+85,81.3318,95.745,N,GCA_015557515.fna,19
GCA_015558055+85,98.0796,99.657,N,GCA_015558055.fna,75
GCA_015559645+85,98.3506,99.451,N,GCA_015559645.fna,75
GCA_015667215+85,97.7499,99.794,N,GCA_015667215.fna,75
GCA_015669935+85,98.2108,99.673,N,GCA_015669935.fna,75
GCA_018784685+85,80.7424,96.266,N,GCA_018784685.fna,19
GCA_018784725+85,82.0188,95.676,N,GCA_018784725.fna,19
GCA_900537995+85,81.5746,97.394,N,GCA_900537995.fna,20
GCF_000156535+85,81.4523,98.199,N,GCF_000156535.fna,20
AF21-31+86,80.0395,95.143,N,AF21-31.fna,52
AF22-12AC+86,97.6672,99.797,A,AF22-12AC.fna,103
AF24-4+86,80.2682,96.421,N,AF24-4.fna,52
AF28-15+86,80.2278,93.674,N,AF28-15.fna,52
AF31-21AC+86,80.4493,98.178,N,AF31-21AC.fna,20
AF36-10AT+86,80.9339,97.976,N,AF36-10AT.fna,20
AF58-9ACA+86,80.4482,98.516,N,AF58-9ACA.fna,269
AM22-21LB+86,81.4255,97.976,N,AM22-21LB.fna,20
AM23-20+86,80.3766,98.424,N,AM23-20.fna,269
AM23-23AC+86,79.9853,95.286,N,AM23-23AC.fna,52
AM27-11+86,80.5724,96.421,N,AM27-11.fna,52
AM32-8LB+86,80.4821,93.671,N,AM32-8LB.fna,52
AM37-1AC+86,80.496,97.994,N,AM37-1AC.fna,20
AM42-1AC+86,79.6518,95.197,N,AM42-1AC.fna,52
AM43-11+86,80.4814,98.184,N,AM43-11.fna,20
AM53-7BH+86,97.6495,99.932,A,AM53-7BH.fna,103
AM62-3A+86,81.6772,97.976,N,AM62-3A.fna,20
OF03-24+86,80.7332,95.951,N,OF03-24.fna,269
12718_7_64+86,81.1194,98.178,N,12718_7_64.fna,20
18048_1_58+86,79.7104,95.429,N,18048_1_58.fna,52
18048_2_58+86,79.7516,93.263,N,18048_2_58.fna,52
20287_6_44+86,80.5584,98.291,N,20287_6_44.fna,20
8080_1_93+86,79.6621,95.081,N,8080_1_93.fna,79
GCA_000174195+86,83.2782,95.464,N,GCA_000174195.fna,52
GCA_000209995+86,81.5163,98.772,N,GCA_000209995.fna,20
GCA_000210655+86,81.2257,97.976,N,GCA_000210655.fna,20
GCA_000225345+86,100,99.865,A,GCA_000225345.fna,103
GCA_001405535+86,80.3207,96.314,N,GCA_001405535.fna,52
GCA_001406435+86,80.9509,97.976,N,GCA_001406435.fna,20
GCA_001406675+86,79.603,94.68,N,GCA_001406675.fna,52
GCA_001406855+86,79.6676,97.641,N,GCA_001406855.fna,52
GCA_009718345+86,81.0964,97.976,N,GCA_009718345.fna,20
GCA_009718405+86,81.4728,95.752,N,GCA_009718405.fna,75
GCA_009718425+86,81.0257,97.53,N,GCA_009718425.fna,75
GCA_009759525+86,79.3731,98.177,N,GCA_009759525.fna,20
GCA_013300445+86,80.0507,98.111,N,GCA_013300445.fna,20
GCA_014287515+86,79.4267,98.381,N,GCA_014287515.fna,269
GCA_014297335+86,79.0657,95.081,N,GCA_014297335.fna,79
GCA_015554785+86,80.1026,97.908,N,GCA_015554785.fna,20
GCA_015555785+86,81.2165,97.976,N,GCA_015555785.fna,20
GCA_015558055+86,81.3583,97.505,N,GCA_015558055.fna,75
GCA_900537995+86,81.7183,97.908,N,GCA_900537995.fna,20
GCF_000156535+86,81.1172,98.03,N,GCF_000156535.fna,20
AF02-12+87,80.2519,95.192,N,AF02-12.fna,38
AF12-17LB+87,80.553,95.116,N,AF12-17LB.fna,38
AF15-21+87,80.9521,95.267,N,AF15-21.fna,38
AF20-18LB+87,81.4156,94.966,N,AF20-18LB.fna,38
AF21-31+87,80.6429,95.163,N,AF21-31.fna,52
AF22-12AC+87,80.4623,97.818,N,AF22-12AC.fna,103
AF22-2LB+87,79.424,95.188,N,AF22-2LB.fna,38
AF22-8AC+87,79.427,95.188,N,AF22-8AC.fna,38
AF24-4+87,81.0346,96.146,N,AF24-4.fna,52
AF25-13LB+87,81.3315,94.205,N,AF25-13LB.fna,38
AF25-15LB+87,81.0702,95.267,N,AF25-15LB.fna,38
AF25-18LB+87,81.2567,94.541,N,AF25-18LB.fna,38
AF25-25LB+87,81.0928,95.192,N,AF25-25LB.fna,38
AF28-15+87,80.551,93.454,N,AF28-15.fna,52
AF31-21AC+87,98.2658,99.774,N,AF31-21AC.fna,20
AF34-16+87,81.7196,94.766,N,AF34-16.fna,38
AF36-10AT+87,98.375,99.774,N,AF36-10AT.fna,20
AF42-8+87,81.4107,95.116,N,AF42-8.fna,38
AF54-6pH10A+87,80.4083,94.543,N,AF54-6pH10A.fna,38
AF58-9ACA+87,90.8067,98.604,N,AF58-9ACA.fna,269
AF75-07pH9A+87,80.9494,96.673,N,AF75-07pH9A.fna,365
AF75-08pH9A+87,80.5161,95.116,N,AF75-08pH9A.fna,38
AF88-01pH10A+87,80.7037,94.481,N,AF88-01pH10A.fna,38
AM22-21LB+87,98.1875,99.774,N,AM22-21LB.fna,20
AM23-20+87,90.8411,98.257,N,AM23-20.fna,269
AM23-23AC+87,81.0359,95.256,N,AM23-23AC.fna,52
AM27-11+87,81.1223,96.146,N,AM27-11.fna,52
AM32-8LB+87,81.8489,93.219,N,AM32-8LB.fna,52
AM37-1AC+87,98.2395,99.762,N,AM37-1AC.fna,20
AM42-1AC+87,81.2675,95.385,N,AM42-1AC.fna,52
AM43-11+87,98.0051,100,N,AM43-11.fna,20
AM53-7BH+87,80.1379,97.968,N,AM53-7BH.fna,103
AM62-3A+87,98.4754,99.774,N,AM62-3A.fna,20
OF03-24+87,91.1049,98.722,ANIl,OF03-24.fna,269
OM03-18+87,80.4984,95.041,N,OM03-18.fna,38
OM03-7AC+87,80.3309,95.041,N,OM03-7AC.fna,38
OM04-10AA+87,82.1012,94.966,N,OM04-10AA.fna,38
OM04-10BH+87,81.8699,95.041,N,OM04-10BH.fna,38
