genome,species,sample,group,abundance,rank
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-6ZKSM,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-6ZKSZ,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-6ZT3E,UC,0.000962499,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-6ZUHG,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-71WXM,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-73BNC,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-73JXF,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-73JY4,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-74Y8S,UC,7.65E-06,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-7CM7N,UC,2.21E-05,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-7CRJ8,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-7GYJO,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-9LISD,UC,4.58E-05,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-9VW91,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-A1ZVI,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-A2BG5,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-A3743,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-A9VSD,UC,2.21E-05,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-ADID6,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-AGULX,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-AJDLQ,UC,5.21E-05,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-ARMBT,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-AUNQ4,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-AZAHH,UC,0,54
AF36-19BH,Eisenbergiella sp. AF36-19BH,SM-CSF6Z,UC,0,54
TM09-10,Eisenbergiella sp. TM09-10,CSM67UH7,control,0.001968368,55
TM09-10,Eisenbergiella sp. TM09-10,CSM6J2H9_P,control,0.000230013,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGR_P,control,4.36E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HGV_P,control,2.29E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HOV,control,1.09E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HOX,control,7.22E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HP2,control,4.20E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM79HP6,control,5.83E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7CZ2F_P,control,4.56E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOOJ,control,0.000133392,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOOL,control,4.77E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOON,control,0.000148297,55
TM09-10,Eisenbergiella sp. TM09-10,CSM7KOOP,control,0.00051813,55
TM09-10,Eisenbergiella sp. TM09-10,CSMA8M9R,control,0.000192229,55
TM09-10,Eisenbergiella sp. TM09-10,CSMAAEUA,control,6.56E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSMAE44D,control,4.80E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSMAHYLR,control,8.22E-05,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEYU_P,control,0.000203919,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEZ1_P,control,0.000384021,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5GEZ3_P,control,0.000198954,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5ME9H_P,control,7.76E-05,55
TM09-10,Eisenbergiella sp. TM09-10,ESM5MEBP_P,control,7.92E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD57_P,control,0.000358575,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD59_P,control,0.000196252,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD5B_P,control,0.000807104,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD5D_P,control,0.000784874,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD5F_P,control,0.000127077,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD5Z_P,control,0.000161364,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6E_P,control,0.000831265,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6I_P,control,0.000372339,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6K_P,control,0.000354444,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6M,control,0.000232252,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6O_P,control,4.49E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6Q,control,0.000121349,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6S_P,control,6.26E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD6U_P,control,0.00081646,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD82_P,control,0.000251775,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8A_P,control,2.27E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8D_P,control,1.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8H_P,control,0.000255732,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8L_P,control,1.81E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8N_P,control,0.000115292,55
TM09-10,Eisenbergiella sp. TM09-10,HSM5MD8P_P,control,3.72E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VDR_P,control,6.48E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VDT,control,6.68E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VDT_P,control,4.08E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VDX_P,control,2.22E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VEQ,control,3.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VEW,control,0.000172457,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VFX,control,0.000269255,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VFX_P,control,0.000322581,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VG2_P,control,9.36E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VG6_P,control,8.72E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VGA_P,control,0.000121833,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VGE_P,control,0.001015893,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VGI_P,control,0.000213653,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VGK_TR,control,0.000315804,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VI5,control,0.000138757,55
TM09-10,Eisenbergiella sp. TM09-10,HSM67VI7,control,7.57E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRQC_P,control,2.14E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRQS,control,5.61E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRQY,control,6.63E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRSX_P,control,0.00056972,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRSZ_P,control,2.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRT2_P,control,0.000428324,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRT4_P,control,1.76E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRT6_P,control,0.000222331,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTA_P,control,0.000206111,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTC_P,control,8.00E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTE_P,control,0.000225415,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTG,control,0.000124507,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRTG_P,control,7.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRUR,control,5.37E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRVA,control,0.000326348,55
TM09-10,Eisenbergiella sp. TM09-10,HSM6XRVC_TR,control,0.000198932,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYXE,control,0.000233183,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYXG,control,0.001210591,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYXI,control,0.000740068,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYXO,control,0.000477279,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYYF,control,8.95E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYYH,control,2.91E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYYP,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYYR_P,control,6.94E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYYV_P,control,0.000798736,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYZL,control,0.000419668,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CYZR,control,7.03E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ16,control,0.000730431,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ18,control,0.000615317,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ1C,control,5.48E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ1E,control,0.0003488,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ1G,control,0.000127929,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ24,control,0.000126515,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ26,control,0.000102772,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ28,control,0.000184788,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2A,control,0.000108358,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2E,control,8.83E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2H,control,3.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2J_P,control,2.67E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7CZ2L_P,control,7.81E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4G8,control,0.000191859,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HA,control,0.000296737,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HE,control,0.000233738,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HG,control,0.001105281,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HI,control,0.000391044,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HK,control,0.000753943,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HW,control,6.35E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4HY,control,9.49E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4I7,control,0.000122678,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4I9,control,7.39E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4IU,control,0.000260293,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4IW,control,0.000150832,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4KG,control,0.000810329,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4KI,control,0.00013801,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4KM,control,0.000585769,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4KO,control,0.000458628,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4LF,control,5.55E-06,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4O1,control,5.09E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4O5,control,7.06E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4O7,control,3.70E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4QZ,control,0.002883842,55
TM09-10,Eisenbergiella sp. TM09-10,HSM7J4RE,control,8.78E-05,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33J1_P,control,0.000207487,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33J7,control,0.00050611,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33J9,control,0.001733087,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33NY,control,0.000621045,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33QM,control,0.000396636,55
TM09-10,Eisenbergiella sp. TM09-10,HSMA33SE,control,0.000729434,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2HN,control,8.09E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2JF_P,control,1.10E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2JH_P,control,4.56E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2JT,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2K4,control,5.31E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2K8,control,6.44E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2KA,control,7.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2LW,control,7.90E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2LY,control,5.78E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2M3_P,control,0.00016491,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2PO,control,0.002111699,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2PQ_P,control,0.003845669,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2PW,control,0.000824402,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2QJ,control,9.95E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2QL,control,0.000122607,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2RK,control,9.79E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2RM,control,1.41E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2RQ,control,4.21E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2RU,control,0.000126863,55
TM09-10,Eisenbergiella sp. TM09-10,MSM6J2SI,control,2.99E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H52_P,control,5.08E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H58,control,1.39E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H5A,control,1.37E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H5M,control,0.000112309,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H5S,control,0.000126316,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H5U,control,0.000330657,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6D,control,0.000356171,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6H,control,0.000150291,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6J,control,0.000141345,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6L,control,4.67E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6N,control,3.33E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H6Y,control,0.000128696,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H7W,control,6.07E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H85,control,1.25E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H89,control,5.03E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H8B,control,2.33E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H8F,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H8H,control,4.83E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H8J_P,control,9.60E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H8N,control,5.14E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H94_P,control,3.32E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79H9C,control,1.55E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HA1,control,4.39E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HA7,control,5.69E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HBL,control,7.78E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HCG,control,4.72E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HCK,control,2.73E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HCN_P,control,1.26E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HES,control,2.96E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HEW,control,6.59E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM79HFW,control,4.41E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZF7,control,1.78E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZFH,control,1.15E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZFJ_P,control,5.40E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZFN,control,0.000118929,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZFT,control,0.000126748,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZGS,control,0.000538363,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZGU,control,0.000513289,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZGW,control,0.001012016,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZGY,control,7.25E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZH7,control,0.002429228,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZHL,control,5.06E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZHP,control,4.18E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZHR,control,8.44E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZHZ,control,9.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZL7,control,3.94E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLD,control,2.99E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLF,control,0.000194013,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZLH,control,8.27E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZMA_TR,control,2.02E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZMC,control,1.09E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZME,control,3.51E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZMS,control,8.14E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZMW,control,5.42E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZNH_TR,control,0.006524945,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZOI,control,8.09E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZOM,control,3.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZOO,control,3.81E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSM9VZPT,control,1.98E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BB,control,4.02E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BD,control,1.95E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BF,control,4.43E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BH,control,3.58E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BJ,control,5.89E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BL,control,5.34E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BN,control,0.000174474,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BT,control,4.70E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26BV,control,7.99E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26DG,control,1.49E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMA26DK,control,6.65E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC5H,control,5.08E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC6M,control,0.000143404,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC6O,control,0.000124969,55
TM09-10,Eisenbergiella sp. TM09-10,MSMAPC7P,control,5.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,MSMB4LXS,control,2.44E-06,55
TM09-10,Eisenbergiella sp. TM09-10,MSMB4LZV,control,0.000796857,55
TM09-10,Eisenbergiella sp. TM09-10,MSMB4LZZ,control,0.000124913,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBTR,control,3.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBTT,control,0.000212753,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBTX,control,2.99E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBTZ_P,control,1.56E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBU2,control,5.70E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBW1_P,control,0.002690181,55
TM09-10,Eisenbergiella sp. TM09-10,PSM6XBW3,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J156,control,4.68E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J15K,control,6.54E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J15M,control,9.51E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J15U,control,0.000135212,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J16U,control,0.000546819,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J16W,control,0.000115527,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J173,control,0.000996287,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J19R,control,0.001295207,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J19T,control,0.00024294,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J19X_P,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J19Z,control,6.90E-06,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1A4,control,5.79E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1A8,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1DF,control,4.61E-05,55
TM09-10,Eisenbergiella sp. TM09-10,PSM7J1DL,control,0.000150805,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA265D,control,0.000117526,55
TM09-10,Eisenbergiella sp. TM09-10,PSMA265J_TR,control,0.000119833,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6UG73,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6X9W7,control,0.000165831,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6XSKY,control,0.000161082,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6Y2UU,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6Y87K,control,4.58E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZEUL,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZEUX,control,0.000368621,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZJI3,control,0.000247533,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZKRY,control,0.000319724,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZT2P,control,5.18E-06,55
TM09-10,Eisenbergiella sp. TM09-10,SM-6ZUH3,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-71ZVB,control,1.79E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-72ZHH,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7ED9S,control,9.91E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7I1FP,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7IWEQ,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7IWFB,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-7M8RE,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A1C88,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A2HYL,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A373Q,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A3J7G,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A47RR,control,0.000557818,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A4UVS,control,2.64E-05,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A5A1P,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A8GSK,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A8GSW,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A8MJR,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-A9F52,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AAHYG,control,0.001130148,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AF6MH,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AI38I,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-AKTYG,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,SM-ARGG8,control,0,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5FZ4A_P,UC,1.46E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5FZ4E_P,UC,2.85E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5FZ4G_P,UC,4.90E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5FZ4K_P,UC,3.56E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCTZ_P,UC,1.11E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCU8_P,UC,9.49E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUA_P,UC,1.85E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUC_P,UC,4.12E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUE_P,UC,1.41E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUG_P,UC,6.12E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUK_P,UC,7.98E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUQ_P,UC,1.35E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUS_P,UC,4.94E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUW_P,UC,9.63E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCUY_P,UC,6.20E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCWM_P,UC,1.75E-06,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCXB_P,UC,0.000124805,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCYI_P,UC,0.000144591,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCYM_P,UC,2.71E-05,55
TM09-10,Eisenbergiella sp. TM09-10,CSM5MCYO_P,UC,9.06E-05,55
