cluster,Query genome,Reference genome,DDH,Model C.I.,Distance,Prob. DDH >= 70%,type
130,GCA_000424105,GCA_900103815,61.1,[58.3 - 63.9%],0.0497,56.04,know
130,GCA_000424105,GCA_900108125,80.4,[77.5 - 83%],0.0229,90.9,know
132,GCA_000424285,GCA_000424165,78.8,[75.8 - 81.5%],0.0248,89.58,novel
136,GCA_000424345,AF17-8AC,75.2,[72.2 - 78%],0.0292,85.99,know
136,GCA_000424345,AF98-49,74.2,[71.2 - 77%],0.0305,84.76,know
136,GCA_000424345,AM22-22,76.2,[73.2 - 79%],0.0279,87.15,know
136,GCA_000424345,AM23-13,76.9,[73.9 - 79.6%],0.0271,87.8,know
136,GCA_000424345,AM100_B21A,79.5,[76.6 - 82.2%],0.0239,90.23,know
136,GCA_000424345,GCA_001404875,75.8,[72.8 - 78.6%],0.0284,86.7,know
136,GCA_000424345,GCA_005844655,79.6,[76.7 - 82.3%],0.0238,90.27,know
136,GCA_000424345,GCA_009875615,77.5,[74.6 - 80.3%],0.0263,88.47,know
136,GCA_000424345,GCA_013300185,75.9,[72.9 - 78.6%],0.0284,86.76,know
136,GCA_000424345,GCA_015548925,78,[75.1 - 80.7%],0.0257,88.93,know
136,GCA_000424345,GCA_015667315,77.3,[74.3 - 80%],0.0266,88.2,know
136,GCA_000424345,GCA_902167735,87.8,[85.2 - 89.9%],0.0146,94.97,know
136,GCA_000424345,HF3HA17001,74.4,[71.4 - 77.2%],0.0302,85.06,know
136,GCA_000424345,LG101-10,76.4,[73.4 - 79.2%],0.0277,87.32,know
136,GCA_000424345,OM02-16,77.1,[74.1 - 79.9%],0.0268,88.05,know
138,GCA_000424385,GCA_000701985,90.5,[88.2 - 92.4%],0.0116,95.96,novel
140,GCA_000686965,GCA_000424465,84.1,[81.4 - 86.6%],0.0186,93.28,know
140,GCA_000686965,GCA_000686065,84.4,[81.7 - 86.8%],0.0183,93.42,know
141,GCA_900102515,GCA_000424505,61.6,[58.7 - 64.4%],0.0489,57.44,novel
152,GCA_000621945,GCA_000702205,88.4,[85.9 - 90.4%],0.0139,95.21,know
156,GCA_000702525,GCA_000622105,81.7,[78.8 - 84.2%],0.0214,91.78,novel
156,GCA_000702525,GCA_000702145,82.7,[79.9 - 85.2%],0.0202,92.45,novel
156,GCA_000702525,GCA_900109005,81.1,[78.2 - 83.7%],0.022,91.43,novel
157,GCA_000686105,GCA_000797495,91.4,[89.2 - 93.1%],0.0106,96.24,know
157,GCA_000686105,GCA_005519995,90.8,[88.6 - 92.7%],0.0112,96.07,know
157,GCA_000686105,GCA_900096675,90.8,[88.5 - 92.6%],0.0113,96.05,know
162,GCA_002735305,GCA_000701545,84.4,[81.7 - 86.8%],0.0183,93.43,know
164,GCA_000701645,GCA_900107835,75.6,[72.6 - 78.4%],0.0287,86.49,novel
165,GCA_900115355,GCA_000701765,72.5,[69.4 - 75.3%],0.0328,82.37,know
165,GCA_900115355,GCA_900109715,67.3,[64.3 - 70.1%],0.04,72.86,know
165,GCA_900115355,GCA_900111635,74.3,[71.3 - 77.1%],0.0303,84.91,know
165,GCA_900115355,GCA_900218035,65.4,[62.4 - 68.2%],0.0429,68.24,know
168,GCA_000702125,GCA_900114405,89.2,[86.8 - 91.2%],0.013,95.53,novel
174,GCA_000702985,GCA_000703105,100,[100 - 100%],0,98.3,know
174,GCA_000702985,GCA_000733755,100,[100 - 100%],0,98.3,know
179,GCA_000732725,GCA_004345255,99.9,[99.9 - 100%],0.0002,98.28,know
185,GCA_900105615,GCA_001312385,99.1,[98.6 - 99.4%],0.0016,98.09,know
185,GCA_900105615,GCA_900461315,100,[100 - 100%],0,98.3,know
186,GCA_001404335,GCA_015552945,92.2,[90.1 - 93.8%],0.0098,96.47,know
186,GCA_001404335,GCF_001244405,89.7,[87.4 - 91.7%],0.0124,95.7,know
187,OM05-6,AF14-40,83.5,[80.7 - 86%],0.0193,92.92,know
187,OM05-6,AF17-9LB,82.9,[80.1 - 85.4%],0.02,92.59,know
187,OM05-6,AF19-1,81.8,[79 - 84.4%],0.0212,91.9,know
187,OM05-6,AF19-13LB,83.9,[81.1 - 86.3%],0.0189,93.13,know
187,OM05-6,AF26-2,84.5,[81.7 - 86.9%],0.0182,93.46,know
187,OM05-6,AF32-4BH,85.1,[82.4 - 87.4%],0.0175,93.76,know
187,OM05-6,AF34-10,82.6,[79.7 - 85.1%],0.0204,92.36,know
187,OM05-6,AM23-8,83.9,[81.2 - 86.4%],0.0188,93.17,know
187,OM05-6,AM23-13AC,83,[80.1 - 85.5%],0.0199,92.61,know
187,OM05-6,AM28-10,79.4,[76.4 - 82.1%],0.0241,90.1,know
187,OM05-6,AM28-27,79.3,[76.4 - 82%],0.0241,90.07,know
187,OM05-6,AM28-36,79.4,[76.4 - 82%],0.0241,90.09,know
187,OM05-6,AM29-29,82.9,[80.1 - 85.4%],0.02,92.58,know
187,OM05-6,AM42-2,79,[76 - 81.6%],0.0246,89.75,know
187,OM05-6,AM47-4,81.5,[78.6 - 84.1%],0.0216,91.69,know
187,OM05-6,AM67-22ACA,84.2,[81.5 - 86.7%],0.0185,93.33,know
187,OM05-6,AM100_PB1_1D_10,82.8,[79.9 - 85.3%],0.0201,92.49,know
187,OM05-6,AM100-PB1-1D-10A,82.7,[79.9 - 85.2%],0.0202,92.45,know
187,OM05-6,GCA_001404555,78.3,[75.3 - 81%],0.0254,89.17,know
187,OM05-6,GCA_001405555,78.3,[75.3 - 81%],0.0254,89.16,know
187,OM05-6,GCA_001406335,77.7,[74.7 - 80.4%],0.0261,88.64,know
187,OM05-6,GCA_013299895,77.2,[74.2 - 79.9%],0.0268,88.09,know
187,OM05-6,GCA_013300205,84.6,[81.9 - 87%],0.018,93.54,know
187,OM05-6,GCA_013300255,83.1,[80.3 - 85.6%],0.0197,92.7,know
187,OM05-6,GCA_013300285,83.1,[80.3 - 85.6%],0.0197,92.7,know
187,OM05-6,GCA_013300305,83,[80.2 - 85.5%],0.0199,92.64,know
187,OM05-6,GCA_013300325,79,[76 - 81.7%],0.0245,89.78,know
187,OM05-6,GCA_013300425,75,[72 - 77.8%],0.0294,85.8,know
187,OM05-6,GCA_013300755,84.7,[81.9 - 87%],0.018,93.55,know
187,OM05-6,GCA_013300905,74.1,[71.1 - 76.9%],0.0306,84.68,know
187,OM05-6,GCA_013300975,83.1,[80.3 - 85.6%],0.0198,92.7,know
187,OM05-6,GCA_013301005,83,[80.2 - 85.5%],0.0198,92.65,know
187,OM05-6,GCA_013301015,83.1,[80.3 - 85.6%],0.0197,92.71,know
187,OM05-6,GCA_013301035,83,[80.2 - 85.5%],0.0199,92.63,know
187,OM05-6,GCA_013301065,83.1,[80.3 - 85.6%],0.0197,92.7,know
187,OM05-6,GCA_013301075,83,[80.2 - 85.5%],0.0198,92.65,know
187,OM05-6,GCA_013301105,79.2,[76.3 - 81.9%],0.0243,89.96,know
187,OM05-6,GCA_013301115,80,[77.1 - 82.6%],0.0234,90.58,know
187,OM05-6,GCA_013301135,85,[82.3 - 87.4%],0.0176,93.72,know
187,OM05-6,GCA_015557635,80.1,[77.1 - 82.7%],0.0233,90.63,know
187,OM05-6,GCA_015667855,78.6,[75.7 - 81.3%],0.025,89.45,know
187,OM05-6,OF03-13,82,[79.2 - 84.6%],0.021,92.03,know
187,OM05-6,OF09-25XD,84.3,[81.5 - 86.7%],0.0184,93.36,know
187,OM05-6,OF11-22,84,[81.2 - 86.4%],0.0188,93.19,know
187,OM05-6,OM06-15AC,85.9,[83.3 - 88.2%],0.0166,94.18,know
187,OM05-6,TF10-30,83.9,[81.1 - 86.3%],0.0189,93.13,know
187,OM05-6,TF12-12AT,83.9,[81.1 - 86.3%],0.0189,93.13,know
187,OM05-6,TF12-31AT,84,[81.2 - 86.4%],0.0188,93.19,know
187,OM05-6,TM10-2,83.6,[80.9 - 86.1%],0.0191,93.01,know
188,GCA_018223505,AF12-30,87,[84.4 - 89.2%],0.0154,94.67,know
188,GCA_018223505,GCA_001404655,90.4,[88.1 - 92.3%],0.0117,95.93,know
189,GCA_001406555,GCA_001405835,92.9,[91 - 94.5%],0.0089,96.68,know
191,GCA_001571775,IMG_2651869904,100,[100 - NaN%],0,98.3,know
192,GCA_013112015,GCA_001689125,97.5,[96.5 - 98.3%],0.0037,97.76,know
192,GCA_013112015,GCA_002221555,97.5,[96.5 - 98.2%],0.0037,97.76,know
193,OF34-2pH9A,GCA_001754075,83.2,[80.3 - 85.6%],0.0197,92.72,know
194,GCA_900143205,GCA_001858005,76.5,[73.5 - 79.2%],0.0276,87.39,know
200,GCA_008691045,GCA_002159505,86.7,[84.1 - 88.9%],0.0158,94.51,know
210,GCA_002161285,GCA_002161645,84.8,[82.1 - 87.2%],0.0178,93.63,know
212,GCA_900142265,GCA_002161375,74.4,[71.4 - 77.2%],0.0302,85.07,know
212,GCA_900142265,GCA_014982935,78.9,[75.9 - 81.6%],0.0247,89.67,know
213,GCA_002251225,GCA_003201285,97,[95.9 - 97.8%],0.0043,97.65,know
214,GCA_900258535,GCA_002270465,88.6,[86.2 - 90.7%],0.0136,95.32,know
215,GCA_002735565,GCA_002735285,75.1,[72.1 - 77.9%],0.0294,85.83,novel
215,GCA_002735565,GCA_010906925,74.4,[71.3 - 77.2%],0.0303,84.96,novel
215,GCA_002735565,GCA_900101325,79.1,[76.1 - 81.8%],0.0244,89.85,novel
215,GCA_002735565,GCA_900112855,74.4,[71.4 - 77.2%],0.0302,85.02,novel
217,GCA_002797975,GCA_900185635,96.9,[95.7 - 97.7%],0.0045,97.62,know
219,GCA_002904165,GCA_003315275,99.8,[99.7 - 99.9%],0.0004,98.24,know
221,GCA_018785585,AF07-16B,75.5,[72.5 - 78.3%],0.0288,86.36,know
221,GCA_018785585,AF19-34,74.9,[71.8 - 77.6%],0.0297,85.57,know
221,GCA_018785585,AF22-5LB,75.6,[72.6 - 78.4%],0.0287,86.49,know
221,GCA_018785585,AF25-12LB,74.7,[71.7 - 77.5%],0.0298,85.39,know
221,GCA_018785585,AF58-8b12A,75.1,[72.1 - 77.9%],0.0294,85.86,know
221,GCA_018785585,AF64-2-b12A,74.4,[71.4 - 77.2%],0.0302,85.07,know
221,GCA_018785585,AM16-16B,74.6,[71.6 - 77.4%],0.0299,85.29,know
221,GCA_018785585,AM22-22LB,74.9,[71.9 - 77.7%],0.0296,85.62,know
221,GCA_018785585,AM46-3MH,74.6,[71.6 - 77.4%],0.0299,85.31,know
221,GCA_018785585,AM46-5,73.9,[70.9 - 76.7%],0.0309,84.36,know
221,GCA_018785585,AM54-20NE,76.8,[73.8 - 79.5%],0.0273,87.7,know
221,GCA_018785585,AM67-4LNA,74.1,[71.1 - 76.9%],0.0306,84.68,know
221,GCA_018785585,AM100_B24A,75.9,[72.9 - 78.7%],0.0284,86.76,know
221,GCA_018785585,GCA_003011855,78.8,[75.9 - 81.5%],0.0248,89.63,know
221,GCA_018785585,GCA_013305145,81.1,[78.2 - 83.7%],0.0221,91.37,know
221,GCA_018785585,GCA_014297345,75.5,[72.5 - 78.2%],0.0289,86.29,know
221,GCA_018785585,GCA_900066745,80.5,[77.6 - 83.2%],0.0227,91,know
221,GCA_018785585,TF06-18-r,69.4,[66.4 - 72.2%],0.037,77.2,know
221,GCA_018785585,TF11-31AT,74.2,[71.1 - 77%],0.0305,84.71,know
222,AF18-27,GCA_003024655,84.3,[81.5 - 86.7%],0.0185,93.34,know
222,AF18-27,GCA_900102595,84.3,[81.6 - 86.7%],0.0184,93.38,know
225,AF14-10,GCA_003574295,83.5,[80.7 - 86%],0.0193,92.93,know
225,AF14-10,GCA_003584665,85.3,[82.6 - 87.7%],0.0173,93.88,know
225,AF14-10,OM02-2LB,85.5,[82.8 - 87.8%],0.0171,93.96,know
230,GCA_900116875,GCA_003625505,65.1,[62.2 - 67.9%],0.0433,67.55,novel
232,AM29-6AC,AF19-2LB,99.8,[99.7 - 99.9%],0.0004,98.25,know
232,AM29-6AC,GCA_003865035,95.1,[93.5 - 96.3%],0.0066,97.22,know
239,GCF_900086625,AF15-17LB,92.7,[90.7 - 94.3%],0.0092,96.62,know
239,GCF_900086625,GCA_004345005,67.6,[64.6 - 70.4%],0.0395,73.52,know
242,GCA_004793585,GCA_009911455,88,[85.5 - 90.2%],0.0143,95.08,novel
242,GCA_004793585,GCA_009911465,87.9,[85.4 - 90%],0.0144,95.02,novel
245,GCA_015669135,AF21-42,92.2,[90.1 - 93.9%],0.0097,96.48,know
245,GCA_015669135,GCA_009707925,92.3,[90.3 - 94%],0.0096,96.51,know
248,OM14-6A,GCA_009883055,81.4,[78.5 - 84%],0.0217,91.61,novel
248,OM14-6A,GCA_013304465,81.8,[78.9 - 84.3%],0.0213,91.86,novel
256,TF09-12AC,AF19-9LB,90.9,[88.6 - 92.7%],0.0112,96.08,know
256,TF09-12AC,AM25-9,90.2,[87.9 - 92.1%],0.0119,95.86,know
256,TF09-12AC,AM40-2AC,81,[78.1 - 83.6%],0.0221,91.36,know
256,TF09-12AC,GCA_011317135,89.3,[86.9 - 91.3%],0.0129,95.57,know
256,TF09-12AC,GCA_013304305,89.4,[87 - 91.4%],0.0128,95.59,know
257,GCA_013300725,GCA_015549285,91.2,[89 - 93%],0.0108,96.18,know
258,GCA_015556425,GCA_013300825,87.2,[84.6 - 89.4%],0.0152,94.73,know
258,GCA_015556425,GCA_013300855,86.5,[83.9 - 88.8%],0.016,94.44,know
259,GCA_013304885,GCA_013302295,87.3,[84.8 - 89.5%],0.0151,94.79,know
259,GCA_013304885,GCA_013304825,87.3,[84.8 - 89.5%],0.015,94.8,know
259,GCA_013304885,GCA_013304845,86.3,[83.6 - 88.5%],0.0162,94.34,know
259,GCA_013304885,GCA_013304875,86.3,[83.7 - 88.6%],0.0162,94.34,know
259,GCA_013304885,GCA_013304925,87.3,[84.8 - 89.5%],0.015,94.8,know
259,GCA_013304885,GCA_013304935,100,[99.9 - 100%],0.0001,98.29,know
260,GCA_013304385,GCA_900066505,85.2,[82.5 - 87.6%],0.0174,93.85,novel
261,AM75-12pH9A,AF94-01pH10A,94.5,[92.9 - 95.8%],0.0071,97.09,novel
261,AM75-12pH9A,GCA_013304445,94.6,[93 - 95.9%],0.007,97.12,novel
262,GCA_900240315,GCA_013304605,94.9,[93.3 - 96.2%],0.0067,97.18,know
262,GCA_900240315,GCA_013371765,94.9,[93.3 - 96.1%],0.0067,97.18,know
265,GCA_014218335,GCA_014202875,99.9,[99.9 - 100%],0.0002,98.28,know
267,AM16-25,AM51-8,91.3,[89.2 - 93.1%],0.0107,96.23,know
267,AM16-25,GCA_014287435,92.3,[90.2 - 93.9%],0.0097,96.49,know
269,AF58-9ACA,AM23-20,84.9,[82.1 - 87.2%],0.0178,93.65,novel
269,AF58-9ACA,GCA_014287515,85.2,[82.5 - 87.5%],0.0174,93.81,novel
269,AF58-9ACA,OF03-24,85.3,[82.6 - 87.6%],0.0173,93.86,novel
270,GCA_014290175,GCA_014287625,99.9,[99.8 - 99.9%],0.0003,98.26,novel
272,OM07-5,AF24-7LB,88.4,[85.9 - 90.5%],0.0139,95.22,novel
272,OM07-5,AM10-31,87.7,[85.2 - 89.8%],0.0146,94.95,novel
272,OM07-5,AM13-35,87,[84.4 - 89.2%],0.0154,94.66,novel
272,OM07-5,AM100-PB-1D-34A,89.4,[87.1 - 91.4%],0.0127,95.6,novel
272,OM07-5,GCA_014287705,89.1,[86.7 - 91.1%],0.0131,95.48,novel
274,OM08-29,AF15-6B,83.1,[80.3 - 85.6%],0.0197,92.7,know
274,OM08-29,AF15-49,83.3,[80.5 - 85.8%],0.0195,92.81,know
274,OM08-29,AF16-25,83.3,[80.5 - 85.8%],0.0195,92.81,know
274,OM08-29,AF23-8,83.7,[80.9 - 86.2%],0.0191,93.04,know
274,OM08-29,AF43-10,83.9,[81.1 - 86.3%],0.0189,93.12,know
274,OM08-29,AM42-36,82,[79.1 - 84.5%],0.021,92,know
274,OM08-29,AM53-12,83.6,[80.8 - 86.1%],0.0192,92.98,know
274,OM08-29,GCA_014337155,82.4,[79.6 - 85%],0.0205,92.29,know
276,OF09-33XD,GCA_014337215,98.1,[97.3 - 98.7%],0.003,97.88,know
277,OM07-9AC,GCA_014384985,90.6,[88.3 - 92.4%],0.0115,95.98,know
277,OM07-9AC,OM07-10AC,99.6,[99.4 - 99.8%],0.0007,98.2,know
280,AM10-47,GCA_014385405,88.5,[86.1 - 90.6%],0.0137,95.27,know
280,AM10-47,GCA_015669005,80.6,[77.7 - 83.2%],0.0226,91.04,know
280,AM10-47,OM04-13BH,94.9,[93.2 - 96.1%],0.0068,97.17,know
281,GCA_900120345,GCA_014982975,84.6,[81.9 - 87%],0.0181,93.52,know
283,AM46-8,AM49-13BH,85.2,[82.5 - 87.5%],0.0174,93.82,novel
283,AM46-8,GCA_015553285,88,[85.4 - 90.1%],0.0144,95.05,novel
290,GCA_016902195,GCA_016901915,100,[100 - 100%],0,98.3,know
290,GCA_016902195,GCA_016902535,100,[100 - 100%],0,98.3,know
294,AF51-26b1,GCA_018223435,86.6,[84 - 88.8%],0.0159,94.47,novel
295,GCA_018228665,AF21-14LB,82.2,[79.3 - 84.7%],0.0208,92.14,novel
295,GCA_018228665,AF21-21,82.3,[79.5 - 84.9%],0.0206,92.23,novel
300,GCA_900106615,GCA_900100095,82.7,[79.8 - 85.2%],0.0202,92.43,novel
302,GCA_900100545,GCA_900115215,84.1,[81.3 - 86.5%],0.0186,93.25,novel
321,GCA_900115365,GCA_900205915,93.9,[92.1 - 95.3%],0.0078,96.94,know
324,AF19-22AC,GCA_900115945,88.9,[86.5 - 91%],0.0133,95.43,know
327,AF17-22AC,AF45-4BH,85.1,[82.4 - 87.4%],0.0175,93.77,novel
327,AF17-22AC,AF98-36,88.1,[85.6 - 90.3%],0.0141,95.12,novel
327,AF17-22AC,AM100_B1_30A,89,[86.6 - 91%],0.0132,95.44,novel
327,AF17-22AC,GCA_900120195,87.1,[84.5 - 89.3%],0.0153,94.71,novel
327,AF17-22AC,OF24-11pH9A,86.4,[83.8 - 88.7%],0.016,94.41,novel
341,AF22-4AC,AF15-41,86.8,[84.2 - 89.1%],0.0156,94.58,novel
341,AF22-4AC,GCF_000154245,87.9,[85.4 - 90%],0.0145,95.02,novel
345,OF30-10pH10A,AF13-28,86.3,[83.7 - 88.6%],0.0161,94.36,novel
345,OF30-10pH10A,AF13-37,86.2,[83.6 - 88.5%],0.0163,94.31,novel
345,OF30-10pH10A,AF21-3,86.7,[84.1 - 88.9%],0.0158,94.52,novel
345,OF30-10pH10A,AF24-32LB,86.5,[83.9 - 88.7%],0.016,94.43,novel
345,OF30-10pH10A,AF31-16BH,84,[81.3 - 86.5%],0.0187,93.22,novel
345,OF30-10pH10A,AF34-2BH,86.6,[84 - 88.9%],0.0158,94.49,novel
345,OF30-10pH10A,AF37-6AT,84.7,[82 - 87.1%],0.0179,93.6,novel
345,OF30-10pH10A,AF42-9BH,87,[84.5 - 89.3%],0.0153,94.68,novel
345,OF30-10pH10A,AF98-51,87.5,[84.9 - 89.7%],0.0149,94.86,novel
345,OF30-10pH10A,AM07-21,85.2,[82.5 - 87.5%],0.0174,93.81,novel
345,OF30-10pH10A,AM22-13,86.3,[83.7 - 88.6%],0.0162,94.36,novel
345,OF30-10pH10A,AM28-41,85.9,[83.2 - 88.2%],0.0167,94.15,novel
345,OF30-10pH10A,AM29-26,85.8,[83.1 - 88.1%],0.0167,94.11,novel
345,OF30-10pH10A,AM30-15AC,87.1,[84.5 - 89.3%],0.0153,94.7,novel
345,OF30-10pH10A,AM58-7XD,85.3,[82.6 - 87.7%],0.0173,93.89,novel
345,OF30-10pH10A,AM97-05,84.8,[82.1 - 87.2%],0.0178,93.63,novel
345,OF30-10pH10A,HF3HA19003,90.5,[88.3 - 92.4%],0.0115,95.97,novel
345,OF30-10pH10A,OF15-11BHA,86.1,[83.5 - 88.4%],0.0164,94.26,novel
345,OF30-10pH10A,OM08-7,86,[83.3 - 88.3%],0.0165,94.2,novel
345,OF30-10pH10A,TM10-9AT,87.5,[84.9 - 89.6%],0.0149,94.85,novel
346,AF50-3,AF02-29,85.4,[82.7 - 87.8%],0.0172,93.94,know
346,AF50-3,AF12-40,86.4,[83.8 - 88.7%],0.016,94.41,know
346,AF50-3,AF12-41,86.4,[83.8 - 88.7%],0.016,94.41,know
346,AF50-3,AF20-7,85.7,[83 - 88%],0.0168,94.07,know
346,AF50-3,AF21-20LB,85,[82.3 - 87.4%],0.0176,93.73,know
346,AF50-3,AF22-10,85.7,[83 - 88%],0.0168,94.07,know
346,AF50-3,AF24-2LB,85,[82.3 - 87.4%],0.0176,93.75,know
346,AF50-3,AF27-5AA,85,[82.3 - 87.3%],0.0177,93.71,know
346,AF50-3,AF29-8BH,85.3,[82.6 - 87.7%],0.0173,93.88,know
346,AF50-3,AF32-7AC,85.5,[82.8 - 87.8%],0.0171,93.98,know
346,AF50-3,AF35-15,84.8,[82.1 - 87.2%],0.0178,93.64,know
346,AF50-3,AF36-6,86.1,[83.4 - 88.4%],0.0164,94.25,know
346,AF50-3,AF37-7,83.7,[80.9 - 86.2%],0.019,93.05,know
346,AF50-3,AF58-20A,83.6,[80.8 - 86.1%],0.0192,92.98,know
346,AF50-3,AF96-34DTA,84.8,[82.1 - 87.2%],0.0178,93.65,know
346,AF50-3,AM10C-15pH9TA,85.3,[82.6 - 87.6%],0.0173,93.87,know
346,AF50-3,AM18-55,86.4,[83.7 - 88.6%],0.0161,94.37,know
346,AF50-3,AM18-55-r,86.4,[83.8 - 88.7%],0.016,94.4,know
346,AF50-3,AM27-28,83.1,[80.3 - 85.6%],0.0198,92.67,know
346,AF50-3,AM28-20LB,85.4,[82.7 - 87.7%],0.0172,93.91,know
346,AF50-3,AM43-3BH,84,[81.3 - 86.5%],0.0187,93.22,know
346,AF50-3,AM48-13,83.5,[80.7 - 86%],0.0193,92.92,know
346,AF50-3,AM65-20ACA,78.9,[76 - 81.6%],0.0246,89.72,know
346,AF50-3,AM72-19pH9A,83.2,[80.4 - 85.7%],0.0197,92.74,know
346,AF50-3,AM88-09pH10A,84.2,[81.4 - 86.6%],0.0185,93.31,know
346,AF50-3,AM100-PB-1D-18A,84.6,[81.9 - 87%],0.018,93.54,know
346,AF50-3,OF13-4,86.1,[83.5 - 88.4%],0.0164,94.26,know
346,AF50-3,OM04-7,86.4,[83.8 - 88.7%],0.0161,94.39,know
346,AF50-3,OM05-5BH,85.5,[82.8 - 87.8%],0.0171,93.97,know
346,AF50-3,TF06-15AC,83,[80.2 - 85.5%],0.0198,92.65,know
346,AF50-3,TF11-13AC,84.5,[81.8 - 86.9%],0.0182,93.48,know
348,AF17-7,AF10-20,90.3,[88.1 - 92.2%],0.0117,95.91,novel
348,AF17-7,AF19-12LB,89.1,[86.7 - 91.1%],0.0131,95.49,novel
348,AF17-7,AM53-3,88.8,[86.4 - 90.8%],0.0134,95.37,novel
348,AF17-7,OF09-6XD,88.4,[85.9 - 90.5%],0.0139,95.23,novel
348,AF17-7,OF14-2A,86.7,[84.1 - 88.9%],0.0158,94.52,novel
348,AF17-7,OF14-22SRA,86.6,[84 - 88.9%],0.0158,94.5,novel
349,AF15-50,AF16-48,99.9,[99.8 - 99.9%],0.0003,98.26,novel
350,AM35-8,AF19-13AC,87.9,[85.4 - 90%],0.0144,95.02,know
350,AM35-8,AF33-11,78.6,[75.7 - 81.3%],0.025,89.46,know
350,AM35-8,AM07-34,78.5,[75.5 - 81.2%],0.0252,89.33,know
350,AM35-8,AM08-21,78.7,[75.7 - 81.4%],0.0249,89.53,know
350,AM35-8,AM100_B23A,78.7,[75.7 - 81.4%],0.0249,89.53,know
350,AM35-8,CF01-3NS,99.6,[99.3 - 99.7%],0.0009,98.18,know
350,AM35-8,IM01-09pH9A,67.2,[64.2 - 70%],0.0401,72.62,know
350,AM35-8,OM02-1,80,[77.1 - 82.7%],0.0233,90.61,know
350,AM35-8,TF05-11AC,78.4,[75.5 - 81.1%],0.0252,89.29,know
350,AM35-8,TF09-11AC,99.3,[98.9 - 99.6%],0.0013,98.13,know
350,AM35-8,TM09-12,98.5,[97.8 - 99%],0.0025,97.95,know
351,OF25-8pH10A,AF24-4LB,97.9,[96.9 - 98.5%],0.0033,97.83,novel
351,OF25-8pH10A,AF55-34,98,[97.1 - 98.6%],0.0031,97.85,novel
351,OF25-8pH10A,AF55-34A,98,[97.1 - 98.6%],0.0031,97.85,novel
353,AF32-12BH,OM02-18AC,88,[85.5 - 90.2%],0.0143,95.09,novel
355,AF67-21pH9TA,AF34-13,91.6,[89.5 - 93.4%],0.0103,96.32,know
355,AF67-21pH9TA,AF81-08TA,94.4,[92.7 - 95.7%],0.0073,97.06,know
355,AF67-21pH9TA,AM27-31LB,84.2,[81.5 - 86.7%],0.0185,93.34,know
355,AF67-21pH9TA,TF01-11,97.3,[96.2 - 98.1%],0.0039,97.72,know
356,AM59-42XD-r,AF34-35BH,90.2,[87.9 - 92.1%],0.0119,95.86,novel
356,AM59-42XD-r,AF36-5BH,91.2,[89.1 - 93%],0.0108,96.19,novel
356,AM59-42XD-r,TM12-19A,91.2,[89 - 93%],0.0108,96.18,novel
357,AF37-5,AF36-4,88,[85.5 - 90.1%],0.0143,95.07,novel
358,AF37-4,AM23-22,89.1,[86.7 - 91.2%],0.0131,95.5,know
358,AF37-4,AM32-23AC,90.3,[88 - 92.2%],0.0118,95.9,know
358,AF37-4,AM40-7BH,87.5,[85 - 89.7%],0.0149,94.87,know
358,AF37-4,AM42-30,89.6,[87.2 - 91.6%],0.0126,95.66,know
358,AF37-4,AM43-2,88.7,[86.3 - 90.8%],0.0135,95.34,know
358,AF37-4,AM44-11BH,88.4,[86 - 90.5%],0.0138,95.24,know
362,TM06-18,AF57-4ACA,91.8,[89.7 - 93.5%],0.0102,96.36,novel
362,TM06-18,AM22-11AC,92.3,[90.3 - 93.9%],0.0096,96.51,novel
362,TM06-18,AM32-2,91.8,[89.7 - 93.5%],0.0102,96.36,novel
362,TM06-18,AM51-4,91.2,[89 - 93%],0.0108,96.18,novel
362,TM06-18,AM55-16TS-r,92.4,[90.4 - 94.1%],0.0095,96.54,novel
362,TM06-18,OM04-12AA,91.5,[89.3 - 93.2%],0.0105,96.26,novel
363,AM48-27BH,AF58-1A,79.7,[76.8 - 82.3%],0.0237,90.35,novel
363,AM48-27BH,AM90-07pH9A,80.1,[77.2 - 82.7%],0.0232,90.66,novel
365,OF27-10pH9A,AF75-07pH9A,86,[83.3 - 88.3%],0.0165,94.2,novel
367,AM67-19LNA,AF99-11,90.1,[87.8 - 92%],0.012,95.84,know
367,AM67-19LNA,OM02-15,90.7,[88.5 - 92.5%],0.0114,96.02,know
368,TM13-2A,AM09-9,88.3,[85.8 - 90.4%],0.014,95.19,know
368,TM13-2A,AM09-20-2,87.5,[84.9 - 89.6%],0.0149,94.86,know
368,TM13-2A,AM25-1LB,89.8,[87.5 - 91.8%],0.0123,95.74,know
368,TM13-2A,AM25-13AC,90,[87.6 - 91.9%],0.0122,95.79,know
368,TM13-2A,AM25-24,89.8,[87.5 - 91.7%],0.0123,95.73,know
368,TM13-2A,TF11-7,87.2,[84.6 - 89.4%],0.0152,94.74,know
369,AM58-2,AM21-13LB,97.7,[96.7 - 98.4%],0.0035,97.79,know
369,AM58-2,AM39-16AC,94.5,[92.8 - 95.8%],0.0072,97.08,know
371,OF01-1AC,AM39-1BH,92.8,[90.8 - 94.4%],0.0091,96.64,know
371,OF01-1AC,OM13-16MHA,92.8,[90.9 - 94.4%],0.009,96.66,know
371,OF01-1AC,OM13-25BHA,92.7,[90.8 - 94.3%],0.0091,96.63,know
372,OF09-36,AM42-4,87.9,[85.4 - 90.1%],0.0144,95.04,novel
